name,opening_hours,address,location,phone_number,rating,price_level,isJapanese,isKorean,isChinese,isMalay,isIndian,isThai,isVietnamese,isWestern,isLocal,isItalian,isMiddleEastern,isInternational,isEuropean,isGerman,isBurmese,isFrench
Kin Tub Thai Steamboat,"[{'close': {'day': 1, 'time': '0500'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 2, 'time': '0500'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 3, 'time': '0500'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 4, 'time': '0500'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 5, 'time': '0500'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 6, 'time': '0500'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 0, 'time': '0500'}, 'open': {'day': 6, 'time': '1700'}}]","1 Sophia Rd, Singapore 228149",9,+65 9787 9465,4.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
King Umar Teh Tarik Cafe,,"01-08 The Adelphi, Singapore 179803",9,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Koji Sushi Bar - Raffles City,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1800'}}]","252 North Bridge Rd, #03-28A Raffles City Shopping Centre, Singapore 179103",8,+65 6493 0122,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kopi Tiam (Swissôtel The Stamford),"[{'close': {'day': 0, 'time': '1100'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1100'}, 'open': {'day': 6, 'time': '0730'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","2 Stamford Rd Swissôtel, Level 2 The Stamford, Singapore 178882",8,+65 6431 6156,4,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
La Scala Ristorante,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","13 Stamford Rd, #01-86 Arcade @ The Capitol Kempinski, Singapore 178905",7,+65 6715 6877,4.5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Le Bistrot du Sommelier,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","53 Armenian St, Singapore 179940",5,+65 6333 1982,4.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lee Wee & Brothers,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","252 North Bridge Rd, #B1-57, Singapore 179103",8,+65 6535 6535,3.7,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Lei Garden Restaurant Chijmes,"[{'close': {'day': 0, 'time': '1530'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1530'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1530'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1530'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1530'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1530'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1530'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","30 Victoria St, #01-24 Chijmes, Singapore 187996",5,+65 6339 3822,4.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenas at Raffles City Shopping Centre,,"Raffles City Shopping Centre #01-45/45A, 252 North Bridge Road, Singapore 179103",8,+65 6337 8367,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LeNu at Funan,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1030'}}]","107 North Bridge Rd, #B1-22 Funan Mall, Singapore 179105",9,,4.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Let's Meat Up- Plaza Singapura,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","68 Orchard Road, #B1-08, Plaza, Singapore 238839",10,+65 6835 7832,4.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liang Sandwich Bar Raffles City SG,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}]","252 North Bridge Rd, #B1-58 RafflesCity Shopping Centre, Singapore 179103",8,+65 6255 0310,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Liao Fan Hawker Chan Funan Branch,,"109, #01-03 North Bridge Rd, Funan Mall, Singapore 179105",9,,2.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Lobby Lounge at The Capitol Kempinski Hotel Singapore,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","15 Stamford Rd, Singapore 178906",7,+65 6715 6871,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lokkee,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1730'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1730'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1730'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1730'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1730'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1730'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1730'}}]","Plaza Singapura, #03-01, 68 Orchard Rd, Singapore 238839",10,+65 6884 4566,4.1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
London Fat Duck Raffles City,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","252 North Bridge Rd, Raffles City Shopping Centre, #B1-76, Singapore 179103",8,+65 6333 5580,3.7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MacKenzie Rex Restaurant,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","66 Prinsep St, Singapore 188668",8,+65 6336 1702,4.2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Makanan Bollywood Restaurant,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}]","Peninsula Shopping Centre, Singapore",9,+65 8571 0904,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maki-San,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}]","2 Handy Rd, Former Cathay Building, Singapore 229233",6,+65 6737 8772,4.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandalay Style,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}]","#B1-29, Peninsula Shopping Center, 3 Coleman St, Singapore 179804",9,+65 8314 9585,4.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Manna Story,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Road #B2-22, Plaza, Singapore 238839",10,+65 6238 1245,3.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marché Mövenpick Raffles City,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '0900'}}]","252 North Bridge Rd, #01-17A Raffles City Shopping Centre, Singapore 179103",8,+65 6337 9433,4.1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marmalade Pte Ltd,,"36 Purvis St, Singapore 188613",5,+65 6883 2258,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marugame Udon & Tempura Raffles City,,"252 North Bridge Road, #B1-14, Raffles City Shopping Centre, Singapore 179103",8,+65 6258 7831,3.6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Cafe,,"91 Bencoolen St, Singapore 189652",9,+65 9022 5213,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
McDonalds - Raffles City,"[{'open': {'day': 0, 'time': '0000'}}]","252 North Bridge Road #01-49/50/51 Raffles City Shopping Centre, Singapore 179103",8,+65 6334 3937,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
McDonald's Parklane,"[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 6, 'time': '0300'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 0, 'time': '0300'}, 'open': {'day': 6, 'time': '0730'}}]","Parklane Shopping Mall, 35 Selegie Rd, #b1-38, Singapore 188307",9,,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
McDonald's Plaza Singapura,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0730'}}]","68 Orchard Road #B1-23/24 Plaza Singapura, Singapore 238839",10,+65 6238 7785,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mee Doo Korean Restaurant Pte Ltd,,"109 North Bridge Rd, Singapore 179097",9,+65 6333 9908,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menya Musashi,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}]","252 North Bridge Rd, #B1-44C, Singapore 179103",8,+65 6254 9713,3.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikuni,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1800'}}]","80 Bras Basah Rd, Level 3 Fairmont Singapore, Singapore 189560",8,+65 6431 6156,4.2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Min Min Myanmar Cafe,,"3 Coleman St, Singapore 179804",9,+65 6338 5239,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MING FA @ RAFFLES CITY,,"#03-15/16/17, 179101, 3 Raffles City, Singapore 048617",8,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MOA Tiki Bar & Grill,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1230'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1630'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1630'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1230'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1230'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1230'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1230'}}]","30 Victoria St, #01-31, Singapore 187996",5,+65 6252 0097,3.1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MOS Burger (Plaza Singapura),"[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1000'}}]","#B1-01 Plaza Singapura, 68 Orchard Rd, Singapore 238839",10,+65 6883 0026,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MOS Cafe,"[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1000'}}]","252 North Bridge Rd, #B1-38 Raffles City Shopping Centre, Singapore 179103",8,+65 6338 7355,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Naam Thai Restaurant Pte Ltd,,"Plaza Singapura #02-20, 68 Orchard Road (S)238839, Singapore",10,+65 6339 9803,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
